id,tweet,label
1327668953104195587,"""The Trump Administration has produced a great and safe VACCINE"" By the way, #Pfizer did that with a German lab #BioNTech without any funds from US except for its distribution.",ProVax
1340624359162044417,#ODX..... Scary Thought...Vaccine might not work against the virus....???Doctor uncertain whether vaccine will be as effective against Covid-19 variant,Neutral
1336604201481347074,"""Rich countries have bought enough doses to vaccinate their entire populations 3 times over (...) #Canada, for example, has ordered enough vaccines to protect each Canadian 5 times"". #COVID19 #COVID19Vaccine #CovidVaccine #globalhealth",ProVax
1326214705753436160,"With a policy of ""herd immunity"" spreading the coronavirus all over the country, then to ""allow"" a vaccine?? Nope, not me...no thanks. Not under this administration!",AntiVax
1325829889111576576,"We know the #vaccine is loaded w lethal DNA changing poisons, cancers &amp; autoimmune diseases includ ARTIFICIAL INTELLIGENCE that will brain entrain human w 5G—Pfizer and BioNTech announce trial data showing COVID-19 vaccine is more than 90% effective",AntiVax
1329809081222139905,Pfizer to request emergency approval for Covid vaccine,Neutral
1326261919200796674,If that coronavirus vaccine makes me grow a new head but once I can get on a plane and get out of here if I have it then ✨ hook it up to my veins ✨,ProVax
1293126603069743105,"Unverified!!! The entire #humanity remains uncertain about this. Let's get official statement from . health ministry has given regulatory approval for the world's first #coronavirus #vaccine, developed by Moscow's Gamaleya Institute. #RussianVaccine",Neutral
1340409750362746880,Well who saw this coming?? Every single sane person who was called antivaxer. CTV News: U.S. investigating 5 allergic reactions after Pfizer shot. via,AntiVax
1341067919665504256,"CWN: Vatican approves, encourages Covid vaccine use (CWN)",ProVax
1326164656113659904,10.2M #COVID19 cases 240K deaths And we need to thank Germany for their financial support to Pfizer to develop a covid-19 vaccine #TrumpConcede #TrumpIsLosing #TrumpOut,ProVax
1338879005135519744,I agree 100% in concept Problem is best case estimates are suggesting 100mm doses by the spring here in the US. Pretty sure Pfizer projecting being able to distro 25mm doses by EOY & everyone need 2 doses if I'm not mistaken Scale seems like it might be tough in time for WSOP,ProVax
1325869478274600960,I don't care! I'm not going to take a vaccine that has a 9% worse survival rate than nature itself! Call me when it's 100% effective!,AntiVax
1328048882543161346,"...us get on with it, that’s nonsense on stilts, it’s not logistically viable and if you think lockdowns were bad for the economy, wait until you see what happens if you remove millions of people from the workforce until they’ve all been vaccinated. #WearAMask #COVID19",AntiVax
1329206690110197760,So I just learned Dolly Parton made a donation to help develop the coronavirus vaccine and I love it.,ProVax
1325671963537285120,"The latest edition of the weekly newsletter with my initial thoughts on the elections, the effectiveness of the first COVID-19 vaccines, the story about 17 million minks being gassed in Denmark, and more. Sign up if you'd like.",Neutral
1339936354394923008,What a lovely photo of you and your dear Mum cherish her. Hopefully in the not too distant future with Covid vaccines you will get to see and hug your Mum again. You definitely got your Mum’s genes. 😍,ProVax
1325886648459145223,Good news if it pans out! America must defeat the #TrumpVirus! Pfizer’s coronavirus vaccine is more than 90 percent effective | Flash News PK,ProVax
1261034012476350465,"""Government Watchdog Sounds Alarm Over Appointment of Former Pharma Executive to Trump’s Covid-19 Vaccine Task Force"" Republicans are Profiting from the Pandemic.",Neutral
1328390040829964288,Execllent information on the timeline for covid vaccine research,ProVax
1335498954776190976,All 50 hospitals to get Covid-19 vaccine this week - and your nearest hub,Neutral
1329048936309395458,Some light of hope... #coronavirus #CoronavirusVaccine Pfizer and BioNTech say their vaccine is '95% effective' and has passed safety checks,ProVax
1275457513576525825,"And so it may go down in history that Captain Brett Crozier, fired for calling attention to his COVID-19 infected ship, provided the Achilles heel for preventing the most severe symptoms of this disease. (hint: the MMR vaccine)",Neutral
1329024637196439552,Genocide in a needle. #COVID19 #coronavirus #vaccine 💉🧪,AntiVax
1332749946634858496,Accounts like this spreading bull shit misinformation about coronavirus needs to be stopped and shutdown before they can fo more damage. #CovidVaccine #COVIDー19 #Covid19UK #coronavirus,ProVax
1325825671260725249,"They didn't start from scratch, that is decades of work developing that type of vaccine, and 6 months to change the training data in it to teach your immune system to respond to Covid-19 specifically.",ProVax
1340360132065021952,Moderna's COVID-19 vaccine has reached distribution centers,ProVax
1326067653790720000,“#Coronavirus : Who in UK will get Pfizer vaccine first and when?” : How many doses has #Britain bought and when will it be rolled out? Everything you need to know about #Pfizer breakthrough jab! via ⁦@DailyMailUK⁩,Neutral
1333384010970640387,#Moderna says new results show their #COVID19 vaccine works well. Read more here:,ProVax
1262385531352162304,Moderna Says Initial Covid-19 Vaccine Results Are Positive - WSJ,Neutral
1331686794891554820,"Bylsma Facebook comment that ""only vaccines can save us. Give me a break"" bespeaks not only a skepticism toward vaccines - something reflected in questions he has asked at regional council - is also false regarding the impact of an effective #COVID19 vaccine.",AntiVax
1243722685923725313,Japanese BCG vaccine is reported to have effect on corona for preventing patients from dying. Those countries with high death rate don't require BCG. Indian government is said to give it a try.,ProVax
1327026864028864513,You cannot trust Pfizer And I believe Boris Johnson should take the vaccine on national TV #bbcqt,AntiVax
1296235389510811648,"i personally need her to have the vaccine running through her veins, because if we lose pauline to covid, where will i get my politics based seratonin from",AntiVax
1329084945289998338,That a HARD NO! You can shove that vaccine up your ass. 🙃,AntiVax
1326173189978918913,Ikr. But I’m also not taking it. I’m provaccine but not this one. I’m not a Guinea pig. I’d rather get coronavirus honestly,AntiVax
1325777925539557376,👇🏾mRNA-based vaccine 💉 from Promising data and many others in similar stage. Lots of questions but this gives much needed hope! 🦠#COVID19 #CovidVaccine #SquashTheClot,ProVax
1330013660752748547,"OMG 😳😳Professor Sir John Irving Bell talking about #COVID mRNA #vaccines. ""These vaccines are unlikely to completely sterilize a population. They are very likely to have an effect which works in a %"" Starts at 3.07 #CovidHoax #Plandemic",AntiVax
1304436576781361153,"Corona is scam of WHO, , Ninja technique to make money by selling/injecting Vaccine (water) in humans",AntiVax
1330979998229012481,"This is more accurate Pfizer vaccine: effective, protective and safe Modena vaccine: effective, protective and safe Oxford vaccine: effective, protective, safe and, not-for-profit",ProVax
1326151338212855808,"Dan snow can participate in covid19 vaccine trials like a guinea pig himself... forcing vaccines, specifically for a virus with 99.8 survival rate.. nazi",AntiVax
1294349042026270720,I just think those on ODSP should continue to receive the covid assistance until there is a vaccine or treatment. Families with immunodeficient members still need everything delivered and assistance has stopped.,ProVax
1325920427949117440,Coronavirus vaccine news soo promising xx 😍😍🙌👍90% effective fingers crossed it gets approved and then hopefully back to normal by Spring summer 2021!,ProVax
1325770166337200130,This could be huge. Or not. But the progress on developing a vaccine has been impressive.,ProVax
1246475912138362881,"Always watch the other hand... Bill Gates Calls for a ""Digital Certificate"" to Identify Who Received COVID-19 Vaccine",Neutral
1325921872781864960,Some good news Pfizer says early analysis shows its Covid-19 vaccine is 90% effective,ProVax
1331102474149761024,"Mungkahi Lang Kay Leni, Kay PRRD pledge. 10 step ahead🤣😂🤣 Philippine president pledges free coronavirus vaccines for poorest 20 million citizens | Arab News",Neutral
1323322728758300672,"Absent an effective “zero COVID” strategy (working T, T & I, border restrictions etc), the unfortunate truth is until a vaccine is available - lockdowns are the only instrument in a government toolkit that can suppress the virus and prevent the collapse of the health system",ProVax
1274046775020552192,"Actually there is, Fauci directly tied to vaccine companies connected to gates that’s slated to make billions on a corona vaccine..he also connected to funding Wuhan labs conducting pshuttle sequencing research",AntiVax
1325893521115664384,Thanks to Allah... Finely a good news about vaccine of covid-19 #CovidVaccine,ProVax
1334902693874323457,"Moderna coronavirus vaccine offers immunity for at least 3 months, researchers suggest",ProVax
1273601543854526468,London is by far my favorite as well! I went right before COVID quarantine begun. I can’t wait to hop back over the pond once a vaccine is in place!,ProVax
1328709203230330880,More on Sen Portman’s decision to be part of COVID-19 vaccine trial.,Neutral
1336113459180744705,"Well a #Tory that talks senses, take heed, he talks more sense than both of you put together #vaccine #COVID19",Neutral
1333996136697188352,Herd immunity isn't worth talking about without a vaccine because of the ENORMOUS number of people that would have to get it. Remedies for COVID? Tell me more.,ProVax
1326213491250900994,get fucked by any of your fav char but only for 10 mins or find the vaccine for coronavirus,ProVax
1325901223652782081,Good news today about the status of a COVID vaccine.,ProVax
1329095796659265538,"Pfizer and BioNTech to seek approval for Covid-19 vaccine ""within days"" as company says final analysis shows it's safe and 95% effective.",Neutral
1325796807738318850,I’m only gonna take the vaccine because if my great great grandkids die of COVID-19 it will be 100% my fault,ProVax
1330779039468900352,It’s good news that one dosage regimen give 90% efficacy while it’s a concern that the other dosage regimen is a low 62% awaiting results from #SII #SERUMINSTITUTE India on their India specific vaccine #COVID19India #vaccine #COVID19,ProVax
1338705410518237184,Actually a really cool thing is if you rearrange the letters of Pfizer it spells Monat!,Neutral
1317135460364394497,If the fastest vaccines was created in 4 years . How is there a COVID vaccine ready in 2 yrs. gtfoh. Fuck vaccinations. #fishy,AntiVax
1326625669531504641,I will risk my life to go to a concert. Plz inject me with a non-regulated vaccine,ProVax
1329024541339897858,Genocide in a needle. #COVID19 #coronavirus #vaccine 💉🧪,AntiVax
1316064324675342339,What clinical research company that is conducting Phase 3 Covid 19 vaccine research do you work for?,Neutral
1329055489309675520,"ADM Giroir, we’ve often heard about the amazing advances in vaccines in such a short period of time. The same must be said for COVID-19 Testing. You, your Team, Industry &amp; Government have done a brilliant job of rapidly making widespread, reliable Testing available. Thank You!",ProVax
1325957222669705216,Well if its a vaccine by Bill gates he can take it and stick it up his arse as I refuse to take it. I don't trust him or,AntiVax
1325694613366034432,Is a weak Covid-19 vaccine good enough? Scientists debate how much to lower the bar via,Neutral
1336319062717190144,U.S. FDA staff backs Pfizer's coronavirus vaccine data,Neutral
1325827764503666690,I deadass don’t want a fucking vaccine I want this shit to go the fuck away,AntiVax
1326074267004526592,"This morning, news that a trial COVID-19 vaccine candidate had an effective rate of more than 90% shook the financial world. According to the New York Times, appears to have given investors the green light to pile back into companies harmed by the pandemic.",Neutral
1299683863669673984,90 percent of the masks you see are not remotely capable of filtering out a virus that is .1 to .2 micrometers in size. What you want is herd immunity which in Sweden happened at about 20 percent. The best a vaccine will ever do for a corona virus wil be 65 percent.,Neutral
1326154261944799233,"Yeah, no vaccine for me now, thanks. I'll wait and see.",AntiVax
1337156500876185600,Passing the holidays this year amidst the COVID-19 pandemic can be stressful. You can cut the flu out of your list of worries by helping your community discuss the importance of seasonal flu vaccination and addressing seasonal flu vaccine hesitancy.,ProVax
1334971040565440518,I looked at the CDC’s dataset on COVID-19 deaths and created a graph that shows an enormous difference between total confirmed COVID-19 deaths and flu deaths! It will be interesting to see how these new potential COVID19 vaccines change COVID19 deaths over time #MedTwitter,ProVax
1325881783846625282,I stopped vaccines long ago but this is good news for those who choose to vaccinate,ProVax
1325951667657912327,Congratulations to my colleague for leading a successful COVID-19 vaccine trial at Yale!,ProVax
1325919313300127750,"This is what I call a good news week... ""Pfizer’s COVID-19 vaccine was declared to be 90 per cent effective""",ProVax
1325767708386816000,Huge news. Good for all of us regardless of our political opinions. #vaccine #covid19,ProVax
1326183956610502661,"I trust the Russian Vaccine and i trust that it is effective beside other vaccines that is being recognized worldwide - For more information, follow the sputnik vaccine account to know more about it #russia #SputnikV #Россия #COVID19 #CovidVaccine #روسيا",ProVax
1302949789584306177,Wasn’t moderna vaccine research hacked by Russia a few months ago?,Neutral
1325874798220685312,Thank you President Trump for making the coronavirus vaccine possible!! :-) :-),ProVax
1325964439489744896,Fuck the election! Fuck the Covid-19 vaccine! Fuck everything! TOYOTATHON IS ON!!!,AntiVax
1326200493715189767,We're getting closer to an effective COVID-19 vaccine. Here's what it will cost to get a shot.,Neutral
1325690102677467138,rt How to distribute a COVID-19 vaccine and build public trust #covid19 #SDI2020,Neutral
1325829110581616641,What other garbage and poison is in that vaccine. I would want a list of ingredients and their purpose first! We don’t need vaccines!,AntiVax
1325792325788815362,Very promising! This may not be the vaccine that the general public gets due to need for cold storage. But it may be useful for healthcare workers and other high-risk people.,ProVax
1326090508939243523,Yesterday's interim data readout from the trial of the #Pfizer/#BioNTech #COVID19 #vaccine BNT162b2 was as good as one could hope for - let's hope the final data are as good - in the meantime can journalists please drop the gamechanger trope? It raises expectations unnecessarily,Neutral
1342250591330906112,"It’s called COVID-19, and the reason we needed a vaccine is because of how poorly YOU handled this.",ProVax
1325836686018842634,"Wow, the vaccine is less effective than the natural recovery rate of 97+% If it's not 100% effective, why do we even need it, for a disease that has mild or no symptoms for most people? #covidfascism #COVIDScam #covidhoax #covid19 #covid1984 #ChinaVirus #coronavirus",AntiVax
1325824831363944448,"'Life back to normal by spring after vaccine discovery', expert says #covid19",Neutral
1326181090529337350,"It's a guaranteed sale. Even if they didn't take money for R&D, sales pays for R&D. That wasn't my point though. I was just pointing out that in a press release Pfizer informed investors/the public that they were part of Operation Warp Speed. Their own words.",Neutral
1338820283336019970,"The first 3,900 doses of the Pfizer-BioNTech vaccine arrived at #Calgary International Airport Monday evening, Premier Jason Kenney called ""a game-changing moment in the fight against the pandemic."" Live reports on #yyc",ProVax
1325861441916833794,5) KEY thing to know—mRNA based Pfizer vaccine does *not* contain the virus itself. It only encodes the “spike protein” receptor portion that latches onto human cells. Vaccines are clever immune system training programs for your body. This mRNA vaccine cannot give you #COVID19.,ProVax
1326090567554625539,"Will with determination #RejectTheVaccine 💉❌👎 regardless. Not sure this Gates minion from Gates-funded Imperial College realises quite how much of the nation wants absolutely fuck all to do with this, or any other #ProblemReactionSolution ""vaccine"". I have an immune system.",AntiVax
1318672961461575680,As if #AndrewCuimo #Governor #NewYork poor response and deadly nursing home directive didn’t kill enough New Yorkers now he’s denying #NewYork #NYC residents #CovidVaccine How many more people will #Cuomo kill?,ProVax
1325772787978559490,"Company of highly trained medical professionals: ""Our vaccines works and we have the data to prove it"" People in comment sections: ""I wOn'T tAkE iT tHeY aRe DaNgErOuS"" .We finally have good news and people are complaining😭",ProVax
1325971976922521600,"I think we can all agree that 2020, as a whole, has sucked. But this thread represents some VERY good news and pushes hope. As always, please don't take this, or any news about a vaccine, as gospel. We still have a ways to go, but today is a good day. #Vaccine #COVID19",ProVax
1343286478487527424,Why you guys are waiting for 2021.. you think Corona will vanish in 2021 ?.. or it's bcz of the vaccine ? If that's the case then I hope vaccine works without any side effects #AngelinaJolie,Neutral
1325823040127705093,Thank you President Trump for getting us through this process as quick a possible l!! #Trump #COVID19 #covidbriefing Pfizer: Early look shows COVID-19 vaccine is 90% effective,ProVax
1285087572918595584,#Covaxin #Covid_19 Human trial starts today in INDIA 🤞Hope for the Best🤞,ProVax
1340933404620017664,Unfortunately the COVID vaccine reacted poorly with Santa Claus's elf biology and he is expected to be unable to work at least until the new year due to the constant vomiting and diarrhea,AntiVax
1325691714527502337,"That's trumps list, moron. And joe can't cure coronavirus without cooperation of the other half of the country who won't take a Joe vaccine or rapid test, so Covid is here to stay. At least you're not crying for nothing.",ProVax
1326260502180352003,It is different from previous vaccines in that it uses the bodies own protein expression mechanisms to synthesise covid antigens. This makes it easily scalable but a target for doom mongers.,ProVax
1325893563247374337,"🚀🔥💸 Due to the good news of the COVID19 vaccine, European stock markets surged on November 9 About 67% stocks rose and 30% stocks jumped more than 5%. #LSE #FRA #London #Frankfurt #stockmarkets #stocks #Europe",Neutral
1344110215583526912,"1/2↕ Let me tell you another joke! Israel: We ""get"" the Chinese vaccine. Prime Minister of Israel: I demonstrated the Pfizer vaccine in front of the TV... #lsrael #Netanyahu #World #world #Asia #Europe #Africa #MiddleEast #NEWS #News #news #EU #NATO",AntiVax
1326202473527320580,"Exactly!! Who would I trust - well educated, high trained scientists - that have worked years on different Coronavirus vaccines (a lot of them worked on vaccines for SARS and MERS too for well over a decade!!) or 'keyboard warriors' with all the knowledge of a wooden table?!!",ProVax
1326044945531219975,"5 things to know about the coronavirus today: Staff shortages, antibody testing, vaccine",Neutral
1264188117684228099,The COVID-19 pandemic has turned the human race into mutants. We need Professor X asap. Maybe he's got the vaccine.,ProVax
1253698208896819200,"12 Pharmaceutical companies have partnered up with the NIH to speed COVID-19 vaccine research and treatment options to ""bring the full power of the biomedical research enterprise to bear on this crisis"".",ProVax
1326156962179010560,Don't trust it!! 😩 Why the COVID-19 vaccine may not mean the end of the pandemic via,AntiVax
1325900988025278465,"So, everyone cheering for this Pfizer vaccine is frightening. Not all drugs/vaccines are bad, but really...a covid19 vaccine developed in a few months? Not a chance!",AntiVax
1325873753373483011,Such good news #coronavirusvaccine,ProVax
1328837745788194821,There is no Twitter warning strong enough to convey the dangerous stupidity of Rand Paul. He recommends getting sick with Covid-19 as a superior way (compared to vaccines) to avoid getting sick with Covid-19. Which can kill you.,ProVax
1336496897574506497,"The only way to defeat to Covid-19 is to inactivate the virus prior to it being inhaled. UV-C masks that use UVC light to clean the air before being breathed in &amp; while the air is being breathed out will perform much better then a vaccine will. Viruses adapt to meds, not UVC.",AntiVax
1321392778258034691,Thanks Wendy. My first’s tomorrow (hopefully) in Leeds. Looking forward to it and contributing in some small way!,ProVax
1325816095262040064,Trump won’t be going anywhere. He won. No one needs any poison vaccines ever. Covid19 does not exist. So sick of fools like you. Educate yourself. 🙄,ProVax
1340336741773963264,"She is a hack-- Distribution of the vaccine began Dec. 14, 2020 in Michigan. As of Thursday Dec. 17, 2020 there were 84,825 COVID vaccine doses distributed across Michigan. As of Thursday, Dec. 17, 2020, there were 297 COVID vaccine enrolled sites in the state of Michigan",Neutral
1325879473972142080,You can create a #COVID19 #vaccine in development #c4news But some asshole will run around science to create another bunch of fuckery to upset the planet.,ProVax
1325669904280940544,Increasingly encouraging news on vaccines and therapeutics,ProVax
1333442672871284742,Moderna to ask health regulators to authorize its COVID-19 vaccine - The Wall Street Journal,Neutral
1337588469187702784,Please let me know if I can get the Pfizer vaccine because I am allergic to shellfish and get a very bad reaction,ProVax
1325846329835327489,"You fucking liar,corrupt bastard,you are killing people, KARMA will have its day with you..rot in hell you murdering scumbag, a vaccine for a virus with 99.3 survival rate ,FUCK OFF with your lies",AntiVax
1315773669696835585,"Okay so if Trump tested negative today that means he either did not have Covid at all or there really is a vaccine that they’re hiding from us. Either way it go, we aren’t being told the truth.",Neutral
1336200067426836480,"Since Pfizer held back an announcement of the vaccine until after Nov election, Trump felt it cost him the election, so he's punishing the American people.",ProVax
1325772515097145353,America gets closer to a #COVID19 vaccine and its effectiveness is 90 percent.,Neutral
1340527008241991680,"Re: #Covid_19 Vaccine: So, you’re prioritizing INMATES over a 70 yo that just had open heart surgery? May I politely say, “eff you, you prick!?” Guess I should’ve been a thief (yes, like you) instead of a straight citizen all my life!",ProVax
1332398987895328771,$PFE 11/27/2020 | 06:02am EST share with twitter share with LinkedIn share with facebook By Chester Tay Malaysia has signed an agreement to procure a Covid-19 vaccine from Pfizer (Malaysia) Sdn. Bhd. to immunize 6.4 million of...,Neutral
1332436444187680772,Sad about this... because I really want a range of vaccines to be available 😳,ProVax
1279324069503086592,"#ORPH as well as there 99.8% #Covid antibody test, they will be trialing a vaccine this month.....",ProVax
1278823698141573120,There is no advancement or treatments or vaccines. There has never been a vaccine for prior Corona viruses. We'll likely hit 10% unemployment from that three months lockdown alone. Govt debt 50% of gdp. Figure the consequences of all of that on kaumātua. Let alone from years.,AntiVax
1331965934815354881,Thousands of Pakistani volunteers are flocking to research hospitals across the country to join final-stage clinical trials of a Chinese-made vaccine for the coronavirus,Neutral
1325886046807134208,Argentina to get 25 million doses of Russia’s pioneering Sputnik V Covid-19 vaccine – president,Neutral
1299275898105917440,"""in order for life to be given through [the Oxford] vaccine, human life was taken. Whatever you think about abortion, that much is true""",AntiVax
1325840565934706693,"Never take a vaccine, especially a new one, that is an mRNA cocktail. It alters your DNA.",AntiVax
1344651162881060864,Is our ability to get the vaccinations on an exponential curve dependent on one of the more traditional vaccine types/distribution systems) getting on line? Should we emphasize that proportionately more (rather than resources towards the distribution of the Pfizer vaccine?),Neutral
1325887744627838977,Spot on I’m certainly not getting the vaccine 💉 #ncyt $alnov,AntiVax
1251180583809507334,He is just busy in developing a vaccine for Corona,ProVax
1334574445847932928,"Nation sees significant decrease in childhood vaccinations during COVID-19 era, new report shows",Neutral
1283396106659880963,#Covid_19 Treatment Market Trends Analysis 2020| Top Companies like Request for sample at: #COVID__19 #COVID19 #CoronaVirusUpdates,ProVax
1329081410720649224,Sharing an update on the progress of our #COVID19 vaccine candidate. #PFEColleague,Neutral
1291041924703563778,"Have numbers on the production cost? They've gotten a billion dollars from taxpayers so far, and others have been given similar sums. Moderna hasn't sold a single product as a company; seems slightly irresponsible on the part of our government.",Neutral
1325803819075207169,Did most people flop out of high school or something cause they’ve never claimed that vaccines are 100% effective and safe. There’s so many genetic possibilities in human DNA that ofc not everyone will react positively to a vaccine but overall they have done more good than damage,ProVax
1326151433180180481,"I am beyond grateful for the hardworking, brilliant people who are developing vaccines for this pandemic. As the general public, we all must do our part by staying home as much as possible, wearing masks and washing our hands. #COVID19 #CovidVaccine",ProVax
1334075173343956994,"In continued cyber attacks on key pharma companies working on #COVID19 vaccine, a fresh wave of attacks by North Korean hackers have been found to be targeting British pharma major, #CoronaVaccine",Neutral
1328523575016435713,"Please look into the PCR tests - they are 80% false positive, and so many cases are incorrectly reported, so many deaths are put as Covid when they're not. With your funding, you can get to the truth, provide treatment, clean water, food, and save lives without vaccines.",AntiVax
1340799455835119619,And 90% of those people had other health problems that made it worse. Covid has a 98% survival rate and a vaccine to help prevent it. Are you gonna live the rest of your life scared of getting covid Bc it’s not going away.,ProVax
1327306370417356802,"Trump loses US election. Covid-19 vaccine, on its way. Dominic Cummings leaves with immediate effect. (sadly not in handcuffs) What a wonderful week it's been.",ProVax
1325695933590466560,Coronavirus vaccine rolls off US production lines ahead of FDA approval,Neutral
1326656860301250560,I am just wondering if all the hysteria about COVID-19 across the world was to scare masses to death so that big pharma can carry out mass vaccination. NY state is considering mass vaccination and Liverpool has started too,AntiVax
1329509082626220033,“The standard coronavirus tests are throwing up a huge number of positive cases daily. These tests are done based on faulty WHO protocols which are designed to include false positives cases as well.” #COVID19 #ikvaccineerniet,Neutral
1326214255746617344,No thank you. Viruses are NOT dis-eases. Learn Germ vs Terrain theories. A vaccine is unnecessary for any virus or bacteria. Immune health never came from a vaccine. The human immune system does NOT suffer from vaccine deficiencies. Do not mandate. Thank you!,AntiVax
1336257066642632705,why does it matter if the spread of the virus still continues after the vulnerable who want it are vaccinated? They'll be immune. Are you mentally ill or something? #COVID19 #COVID #Covid_19,ProVax
1341064255060111360,"It's a shame isn't it, we now have a vaccine for the covid pandemic but have yet to find a cure for stupidity, they are either to stupid to understand or just hate black and brown people more that they are willing let this happen and agree even at the expense of their own life",ProVax
1330831649697718272,"""University of Oxford's COVID-19 vaccine 'highly effective' at treating virus, trials show""",ProVax
1326156091768659968,They’ll come and start hoarding vaccine now 💀,AntiVax
1326153455740837890,"So, why do the scientists from Pfizer say that they didn't take a penny from you, and that they DO NOT want the vaccine to be politicised? YOU HAD NOTHING TO DO WITH THE VACCINE. ABSOLUTELY NOTHING! FILTHY LIARS!",Neutral
1327293931458097152,"""Cyberattacks originating in Russia and North Korea in recent months have targeted online accounts at seven companies researching Covid-19 drugs and vaccines, according to Microsoft Corp —in some cases successfully.""",Neutral
1325690517724782593,Care homes to be FIRST to receive coronavirus vaccine that could roll out before Christmas,Neutral
1325903586195349506,Not for me!!! No way! Check out: Only two-thirds of docs tell NJ they’ll take COVID-19 vaccine,AntiVax
1326106781483937792,Good to hear has had his St Paul on the way to Damascus moment today. The Pfizer #Covid19 vaccine is HUGE news for the world. And there are many more vaccines coming right behind it. Amazing news and should give us all hope. All in the last 7 days have been just great!,ProVax
1325879404229238785,Who in their right mind would want a vaccine at an “apparent” 90% effective rate... when most healthy people’s immune system is at 99.97%.. #CancelTheLockdown #nolockdown #COVID19,AntiVax
1326173223122325504,"I don't understand why people bring up terrible diseases when arguing against a covid/lockdown/covid specific vaccine skeptic. You're comparing a deadly disease to a 99.9% survival rate coronavirus. That makes no sense. We are not anti vaccine, it's anti covid vaccine.",AntiVax
1328672703461666824,Because millions of Americans are happy to see a con man openly sabotage Joe Biden as president. It’s a scandal and it is utterly tragic to see what the US has done to itself. #uspoli #TrumpFailedAmerica #GullibleWhiteMaleTrumpVoters #Sabotage #pandemic #COVID #vaccine #virus,Neutral
1335710496100519936,"But, how long is the vaccine good for?",Neutral
1334957965498048513,Does anyone know how to volunteer to administer the #covid19 vaccine,ProVax
1330926589693968385,"AstraZeneca said Monday that late-stage trials showed its coronavirus vaccine was up to 90% effective, giving public health officials hope they may soon have access to a vaccine that is cheaper and easier to distribute than some of its rivals.",ProVax
1334097982912913408,#UK is 1st country in West to approve #COVID19 #vaccine for public use. #British health ministry said vaccine developed jointly by &amp; wld be distributed starting next wk. #Pfizer was 1st 2 apply in both #US &amp; #Europe 4 emergency use.,Neutral
