id,tweet,label
1325791536265752577,@prazeredieta @FrankMeierCBS @pfizer @BioNTech_Group @realDonaldTrump I thought Donald was immune .  He said do not fear covid.   Why do we need a vaccine then ?  HOW DARE YOU !,0
1326140489595281409,"Great news: A vaccine which can prevent nine out of 10 people getting Covid-19 is set to be put forward for emergency approval.

https://t.co/Zl1LXmhDO3

In case of any questions or if you need any assistance, please contact us via: https://t.co/BhthkRPYK4 https://t.co/HAfA618kOt",0
1325778434627416064,@HKrassenstein BREAKING: Biden will have NOTHING to do with any vaccine for covid-19,1
1325816727217840128,@MorlockP I won't take the coronavirus vaccine unless I can smoke it using Hunter's pipe.,2
1330956039278252037,We won’t win the fight against Covid if we deal with Covid in our country unless we deal with it everywhere in the world. It is a welcoming knowing the is effective vaccines but we need it every where in the world.,0
1329081543566913536,"Getting better all the time – A second, better, vaccine against covid-19 arrives https://t.co/K92T6fUFCn",0
1325891037706006531,Some good news today for the health of our population AND economy... @pfizer announced that an early analysis of its coronavirus vaccine trials suggested that it was more than 90% effective in preventing the disease.,0
1325861129231298561,"My sister: I hear they are going to inject tracking chips with the COVID-19 vaccine

Me: Why the fuck would they do that when everyone willingly carries a phone, a literal tracking device, everywhere with them already? And face recognition is so damn good??

Her: Oh yeah. True...",0
1328362039564230656,Bc it takes a long ass time to produce BILLIONS of vials of the vaccine. Its not just Americans receiving the vaccine - its literally billions of people. And its something that can't be done quickly. The coronavirus is what it is. Its not mutating. We know how to study &amp; work,1
1331602758227660801,$PFE $BNTX $MRNA - U.S. aims to release 6.4M COVID-19 vaccine doses in first tranche - Reuters https://t.co/FLJzA17oVQ Great Dividend Stock BUY PFE !,1
1329053710950002688,"The beginning of the end of COVID. 

Highly effective vaccines with no safety concerns.  https://t.co/Y73XKCdLnx",0
1253703815951351808,@DeAnna4Congress @realDonaldTrump Oh the world can really count on us to lead! Nothing says “U can count on us” more than a POTUS suggesting that injecting disinfectant cleaners or bleach into our bodies may be a possible vaccine for Covid-19...U gonna follow his lead on that 1?,0
1326074527823106048,"@NigelKellow 7) I won’t know what else is in the vaccine. What adjuvants and preservatives are there that could do harm
8) I don’t want manipulated dna of dog, monkey or aborted foetus’ in me
9) there has never been a successful coronavirus vaccine despite 20+ yrs of trying",2
1325770208699699206,"Pfizer’s coronavirus vaccine is more than 90 percent effective in first analysis, company reports https://t.co/floWGVTreo",1
1325924202571046913,"@BOGRO06 @talkRADIO @THEJamesWhale @BrexitAlex Why get a vaccine that is around 90% effective, for a disease with a 99.5% or more survival rate and when we have an immune system that is 99.9% effective?  The vaccine cannot possibly be for Covid-19 as they have not isolated or quantified the original virus.",2
1325897141697585152,"I was still revelling in the wonderful novelty of good news - Joe Biden winning the US presidency and the prospect of a Covid-19 vaccine in quick succession. And then John Major suggests that we have not just one more referendum on independence, but two. 😭🇬🇧",0
1332769597909557252,"@makmcguire @dabeardedbastrd @rebeccaabrook Note: Pfizer stated categorically, that Trump didn't have any impact on their vaccine, which was developed by a German pharmaceutical company, BioNTech.",1
1333888254077251587,".@CDC's ACIP panel has entered the final stages of its meeting about who gets the #COVID19 vaccine first and is preparing to vote. https://t.co/DxqryIXNeu

See below for the current order up for the vote. 

HCP = health-care personnel; LTCF = long-term care facility. https://t.co/tUCcXpIMti",1
1328092825720815616,"Not interested in vaccine either. Would rather be infected than risk a fast tracked vaccine.

I read up on nanospheres. Thought provoking technology ripe for criminal abuse.

2020 taught me a lot. Do not trust the govt, staying out of the Justice system is paramount https://t.co/zgkAPEqmEK",2
1330792339913256960,"I trust the very intelligent scientists who've manufactured The Oxford vaccine, this is amazing news, during the Astrozenca trials nobody was hospitalised, that is great news too, science has/is coming to our rescue, we will finally defeat #COVID19",0
1329078696020381696,"Having a vaccine for Covid-19 is not only reassuring but a breath of fresh air. The only thing which concerns me is mandatory vaccines.

We have to ensure that the rights of those who wish not to take it; be respected. Forced vaccinations is totally against our human rights!
#PPC https://t.co/7BBQXc6agO",2
1326603272472420353,.@GabbyLandsverk gave us a dose of reality on Pfizer's vaccine news: we still won't be celebrating Christmas (or even Easter) as usual.  https://t.co/JfRcjhYDI6,1
1329055323286626304,"It's amazing! One year from disease emergence to many vaccines. Two at 95%

There is light at the end of the tunnel https://t.co/DW0wcGnNch",0
1326070843030474753,Pfizer's COVID-19 Vaccine News Throws Bitcoin Rally Off Course $PFE $BTC $ETH $XRP $LTC   https://t.co/ieE79DeiTg,1
1325850574588424196,"Encouraging news about #Covid19 vaccine today... then the man responsible for delivering it to the right people quickly, Spaffer Johnson, comes over the hill w/ his clunky metaphors about cavalry &amp; tooting bugles &amp; ""over to the Brigadier"" #ToryShambles #BorisJohnson #arewefucked?",0
1325865222062682113,"COVID-19 – Good news on the horizon, but UN experts decry COVID vaccine hoarding: ‘No one is secure until all of us are’ https://t.co/2rCBDPri53 https://t.co/sVJ6pOJx6R",0
1326130890339053568,@bikhim Brazil halts trials of Chinese COVID-19 vaccine - Al Jazeera English https://t.co/8r4cdqFBii via @GoogleNews,1
1333415431705681920,@vespasian91 @mongibellus @DaveKeating Very nice but where is the evidence on the relative prices paid for Covid-19 vaccination?,1
1326519191327760385,Thank you so much for sharing an important news that will not be relayed by western media... Just on the day of the announce of the pseudo Pfizer succes of 90%!,0
1325781684621631488,"Fingers crossed that this is confirmed in the review of data

Pfizer and BioNTech say their COVID-19 vaccine is more than 90% effective in trials - The Globe and Mail https://t.co/kX1Bm3GYfw",0
1325675432881102849,I can already hear y’all complaining about this vaccine 🥱 https://t.co/qXdSv1b6eN,0
1325931184342396928,"A safe, effective COVID-19 vaccination is finally on the horizon. Cue the people who say they won’t take it—or that vaccines are the harbingers of a dictatorship. https://t.co/J1xa1BOkuq",0
1326022161140736003,"@natoshisakamato @realDonaldTrump @pfizer @US_FDA So, you think that investing in a vaccine that might prevent, statistically as of today, 7.8 million deaths is not necessary? Should we call it ignorance, selfishness or just plain stupidity?",0
1331711511644037120,Covid-19 vaccine efficacy results are not enough https://t.co/123yzLpwAT via @voxdotcom,2
1325864956869402630,"fuck it, i’m gonna say it. when we get a covid-19 vaccine it should be free and mandatory for everyone, with exemptions only for people with medical conditions that make vaccination unsafe. and this should be the precedent in every country that’s had a covid-19 outbreak.",0
1326032144800641025,"After reading this, IMO, this vaccine has not been tested enough or long enough for me to want to take it. I'll pass.

Pfizer and BioNTech Announce Vaccine Candidate Against COVID-19 Achieved Success in First Interim Analysis from Phase 3 Study | Pfizer https://t.co/6WwdioNpQW",2
1249710694125076482,@IngrahamAngle I’m curious about the Pneumonia vaccines they give to the elderly.  Has anyone done a study on people that had the New 2019 4 in 1 Flu Shot compared to those that have not? Do the ones that got the 2019 flu shot test positive for Covid-19 compared to those that did not Dr. F?,1
1326154261944799233,"Yeah, no vaccine for me now, thanks. I'll wait and see. https://t.co/XfUu83BR3P",2
1325785301487394816,https://t.co/C64d64hi2l Still not taking it #Pfizer #COVID19 #coronavirus #coronavirusvaccine,2
1326152249962360837,"😹 #russia now saying their vax is ""90% effective"" ... no thanks, ill wear my mask, eat outdoors and hope for the best... russia can keep their vax

#Pfizervaccine $PFE #vaccine #Pfizer #coronavirus #investing #EmergingMarkets #investments https://t.co/nl1NN8lHuF",2
1334516060628918274,"@vonderleyen INTERPOL: COVID Vaccine Will Be “Liquid Gold” to Organized Crime
""High demand combined with a limited supply will make COVID-19 vaccines the equivalent of liquid gold to organized crime networks.""
https://t.co/55ufcWmf6h",0
1334947929665245186,Anyone else think chick-fil-a should handle #CovidVaccine distribution?,0
1335981619337961479,"#ICYMI: We hosted a research call with #fairleadstrategies’ @StocktonKatie on the #market’s reaction to the #2020election and #COVID19 vaccine news, while looking at $SPX &amp; more. If you were unable to attend, read the recap here: https://t.co/xXP88aGzbE",1
1329874681839673346,"continued: 

""it is not possible to retrofit the MHRA’s legacy systems to handle the #volume of ADRs [Adverse Drug Reactions] that will be generated by a #Covid19 #vaccine.""

Links:

1. https://t.co/TpLFy31V2T

2. https://t.co/IQmQVrmO8x",1
1326164609435308033,"While I'm greatly looking forward to a vaccine, I will miss wearing leggings and comfy sweaters everyday to work...

#vaccine #COVID19 @pfizer #workingfromhome https://t.co/QVzyIAQLnk",0
1326579714010591232,"turns out pfizer's CEO took advantage of insider knowledge to personally make 600k profit playing stocks over the vaccine, in case all the centrist dickheads who were gloating about how great private pharma companies the other day were wondering how it's going",2
1334318453822377984,"I’m willing to bet a lot of my own money the Philippines WON’T give a free COVID-19 vaccine to its people. Come back at me 🤣🤣🤣🤣 please, i dare anyone 🤣🤣 https://t.co/RFDHwimwJu",1
1334747127075975169,"@KellyQuilt I will gladly take any coronavirus vaccine approved by the @MHRAgovuk 

I’m a respiratory consultant at @CUH_NHS &amp; @RoyalPapworth &amp; I’m the professor of respiratory science at the University of Cambridge.

#DocsforVax",0
1335630054152343555,its a shame the covid vaccine is going to the brits first because the number one side effect is crooked teeth and increased nationalism,1
1336217112000475136,@realDonaldTrump Trump administration refused offer to buy millions more Pfizer vaccine doses https://t.co/86UbbPXCCF,1
1325862714053423107,i'd rather eat all my meals from the Whites &amp; Kingston 7/11 than take that vaccine https://t.co/SB7nqdswyI,2
1332780068700119046,"QANTAS to require passengers to have coronavirus vaccine for international travel. 
https://t.co/A0eZsPmfEV #qantas #covid19 #vaccine #coronavirus https://t.co/IbMgnlUjAs",1
1325878808889712640,Here's how a coronavirus vaccine could be distributed globally https://t.co/YjSulTzaaL via @YouTube,1
1330802275690934272,"AstraZeneca's Oxford coronavirus vaccine is 70% effective on average, data shows
https://t.co/bDoe79KRUd",1
1331976966770188290,Do you work in #socialcare? Can you help Researchers at the University of East Anglia investigating flu jab uptake to learn lessons for a #COVID19 vaccine? Find out more: https://t.co/bF9oqql9Wn https://t.co/7d8u0nVdYu,1
1329064246563524609,"Isn’t it amazing that at this time last year, there was no #CoronavirusPandemic and now we have not 1 but 2 vaccines that look to be extremely efficacious? https://t.co/4Aiu1QBlE9",0
1335710058504728576,Two doctors discuss the importance of getting the COVID-19 vaccine after one of them brought the virus home to his family  https://t.co/WjCRvuXzmk via @msnbc,0
1285957166877208576,@MAGAGIRL4LYF @pfizer Nothing is free. Not free college or anything else. We Victors pay the tab for the so called victims. 🤦‍♂️,1
1326256462281273345,"@marcus94543161 I’d say a hot bath, some lemon in water and an early night may be just as effective. Same as most people would do for any other coronavirus (cold). No need to waste taxpayers money on vaccines.",2
1334088557498130432,"Covid-19 vaccine co-developed by small German biotech firm BioNTech, started by a husband and wife team with Turkish roots, has been granted approval in UK. 

https://t.co/Ua5AoPWWby",1
1338003687386583042,@tedcruz This is just #TwinkieTed trying to distract from the fact that he doesn’t know anything about current COVID events. He won’t accept that the man that called his wife ugly refused to buy vaccines. As a member of Congress you would think he’d know better.,1
1326233476107014146,"Three cheers for medical research!
The possibility of a vaccination against COVID-19 is a reminder how far health care has improved. Let's make sure everyone can benefit.
Help fund research to develop a vaccine against Alzheimer's. £10
https://t.co/guzZRZtRrE https://t.co/99nFpApjYX",0
1325926567386767361,@IvankaTrump @WhiteHouse @realDonaldTrump No thanks we don't want your coronavirus vaccine give it back to your friends and family,2
1275619620905336835,"@PLDT_Cares  maybe, our LINE will be relocated when there is already an antidote to this COVID-19. i'll be happy if there's a vaccine for it,  but I'm afraid if our request would take that long.",0
1335436290351837185,"Trump’s Operation Warp Speed promised a flood of covid vaccines. Instead, states are expecting a trickle. https://t.co/Vfo7ohZdj6",1
1331955950757023747,"Great news for Germany because COVID-19 vaccine may come here before Christmas for health workers | इस देश के लिए आई बड़ी खुशखबरी, क्रिसमस से पहले आ सकती है COVID-19 वैक्सीन https://t.co/YB3zymZEkD",0
1328307833100754946,"Another amazing vaccine result, if this preliminary data holds up. https://t.co/4qc3XSoTCg",0
1334920501727260673,"Private or public health? CVS and Walgreens spearhead effort to vaccinate nursing home residents  against coronavirus 
https://t.co/gEwyXX7dL3",1
1325860793783554053,We’d never heard of coronavirus when work began on this tv series about the great plague. But the parallels are amazing. It’s an extraordinary story. And a even more watchable with the news of a vaccine today! Next Tuesday (17th!) 9pm @channel5_tv 😷🤒 ☣️ https://t.co/iRblcz2TOK,1
1325717078117003264,"Is it difficult to wear a #mask and maintain #distance to avoid #China 's  #COVID19? It's such a horrible #virus and the #treatment #costs can be unbearable.
If you wear a mask and maintain distance, you already have a #vaccine!",1
1295400302581936128,Ill only take the covid vaccine if there is trace amounts of heroin in it,1
1326009387278798848,"We're one step closer to getting a COVID-19 vaccine, so now it's time to talk about how people like you and I will finally get the shot.  I breakdown Florida's COVID-19 Vaccination Plan coming up on @FCN2go at 11.  https://t.co/aBTki5JKYi",0
1331470144623800320,"Trying to make sense of @AstraZeneca and @UniofOxford's #COVID19 #vaccine data? We talked to the #adenoviral vector vaccine experts to get some theories on why a low dose, followed by a high dose, would be better than two high doses. @cenmag  https://t.co/JJTHNj0GkM",1
1325859570074443780,"@Mike_Pence @realDonaldTrump @pfizer If anyone watched 60 Minutes this past Sunday, they’d see the Military strategy to get the virus out to millions of people and the General specifically says that Trump or Pence has nothing to do with their process or likely know anything about it.  Pence watched 60 Minutes",1
1325832765758181376,The vaccine will make people sicker. Don’t fuckin take it. https://t.co/kGFO1KdIb7,2
1344699749639868423,The first people in the #faroeislands have been given the Covid vaccine. Frontline health workers were first in line.  More:  https://t.co/VelUi4ZUFG  https://t.co/nqQJ2guN00,0
1325900979632541697,"Covid-19 vaccine from Pfizer and BioNTech is strongly effective, data show #thankYouTrump  #MAGA2020  ⁦@realDonaldTrump⁩   https://t.co/WRtPoLFoK9",1
1339254506484273152,"@zeynep ... 3-4 months supply of Biontech we have ordered.   There are 3m health and social workers in the UK, about half over 45. those should be the priority, given their exposure rates and the importance of keeping them healthy.",0
1325770884553068545,"Covid vaccine: First vaccine offers 90% protection

🙏🏼 🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼

Let’s hope this is the beginning of the end...... 

#vaccines #COVID19  https://t.co/Bv66POmOEc",0
1326143242799288326,For this to qualify as a vaccine it would have to be tested for five years plus. And personally I ain't takin' nuthin' of this magnitude unless the drugs company itself has the guts to shoulder its liabilities. https://t.co/HNNI9DMwTv,2
1326148894024224769,Fauci says Americans could start getting coronavirus vaccines 'very likely before the end of this year' and says he has 'no intention' of leaving his NIH job when President-elect Biden takes office. Good. https://t.co/aBlHJ312lf,1
1326250908171313152,"Sitting in the pub next spring like.... ""vaccine had a few unknown side effects but fuck its good to get back to normal"" #Covid_19 #vaccine #COVID19 #CovidVaccine https://t.co/gHf1p5MrRv",0
1338513631302971392,I envy to Singapore they got Pfizer covid vaccine 😖,0
1325809877147672577,Really ? An experimental vaccine which puts coronavirus RNA into the patient ? That hasn't ever been attempted before. What could go wrong ? #GMO humans ? No thanks. Storage prob too as it has to be kept at -80C. https://t.co/5xqKVKHARk,2
1325789808275361794,Coronavirus vaccine? Tbh i don’t care just let everything go back to normal.,0
1329069796348940298,"We will have more then 4 vaccines soon. Pfizer, Moderna, Astrazenica &amp; Covaxin. https://t.co/dSDudA4vtz",1
1321589339688718339,"@1020SIYA Screw the vaccine, Imma take covid the way I am for  F9",2
1325801043838586882,"@expressionessd1 Yes, if I am offered it.

I'd rather take my chances with a tested vaccine than with Covid19.",0
1338604580108521472,"@teslaownerssv Recipe for disaster in 2021:  Vaccine is effective and safe.  (btw nothing is 100%), but within the realm of medicine safe/effective.  But we don't get critical mass of vaccinations required to ELIMINATE covid.  In 6 months - pandemic is on a rampage-we start over....again",0
1307336543590322184,"@BobbyHatePants @iamdenajo @lawd_flvcko @woodhouseb @SteveRattner Clearly the problem is always gonna be Democrats, Obama and Clinton.  I mean isn’t it Obama’s fault for not finding a vaccine for Covid and Biden’s daily for not mandating masks in the country? 🤷🏻‍♂️",1
1332818175239458816,@RepsForBiden I will take a coronavirus vaccine every day for the rest of my life if it protects me from the virus.,0
1334717392304435200,"Who's willing to be the US won't do the same?  RT  COVID-19 vaccines will be free for all in Portugal, says health minister - Reuters  https://t.co/TDu3KtTJD3",1
1334158812153057280,"Once a COVID-19 vaccine is ready, it should be free and accessible to all Americans.",0
1327691854687711236,"The Trump Admin has moved to hoard future COVID-19 vaccines. Medical nationalism has happened before. 70 yrs ago, the discovery and, development of #antibiotics saw the United States weaponizing control of pharmaceutical pipelines. #science #AMR https://t.co/1qWQLL6p8r https://t.co/Dd8dHN4KuZ",1
1329108324533473281,"I had launched my Kickstarter for Togo and Balto memorial pins along with a little info card and how they saved a town and local villages and pushed for the need to make a diphtheria vaccine nationwide.

What a coincidence https://t.co/QCSNEjD05p https://t.co/YVpqQVv9sW",2
1326078407491252225,"ME: ""I refuse to take the Mark of the Beast COVID-19 vaccine.""

DEMOCRAT: ""But you won't have a choice in the matter.""

ME: ""Whaddaya mean I won't have a choice in the matter? MY body, MY choice.""",2
1331469518842040320,"@hitaskunk @charlesadler Well, it’ll be a few months before they make make the coronavirus vaccine available to regular Canadians. I will wait and see...",1
1256323834786922496,Does Jacob Rees-Mogg hold shares in AstraZeneca? Asking for... reasons.,2
1334506938055467009,"Want us to trust you and the vaccine? Have cameras follow u every day up until after you get the second dose we can make sure it actually safe. 
""Obama, Bush and Clinton say they will take the COVID-19 vaccine publicly to gain public trust""  https://t.co/29RkRRq5YR",2
1328761918694305793,"""I'm a little surprised we don't have a website with the CDC where people can register their interest in getting a vaccine,"" @BillGates tells @andrewrsorkin at #DealBook2020. #covid19",1
1333576316478746624,Secretary of health says Coronavirus vaccine could be in Arkansas in 1-2 weeks https://t.co/eOpo2UO7SS,1
1326062371530440704,"Gold futures on MCX (Multi Commodity Exchange of India) fell by as much as Rs 2,566 per 10 grams, within minutes of the news that COVID-19 vaccine trials of Pfizer were successful.

#TheAssamTribune #GoldPriceDrop #CoronaVirusUpdates 

@pfizer @nsitharaman https://t.co/AWk6P3taSL",1
1325895792054427648,"I don’t care who tf you voted for. If this goes through the proper scientific/medical procedures, like every other vaccine we take, and is backed by science and scientists don’t fight it. We all should be happy with this news. https://t.co/ZCo9kyZ1Df",0
1325670916005658624,"@kirstiealley This is the 7TH coronavirus to hit humans, we never developed a vaccine for the previous 6. Most vaccines take 7-20 years to develop. Big pharma is protected from an injury/death you might experience from the first ""Test"" vaccine. #covidhoax @drmichaelbb  @DrButtar @TonyRobbins",2
1335961760608649216,$MRNA 155 LONG The Canadian government has doubled its order commitment for Moderna's COVID-19 vaccine from 20 million to 40 million doses. FDA regulatory approval is expected to be granted on December 17th.,1
1326220535206998018,"1% of the world's population but with 10% of the world's supply of Covid-19 vaccine. We still got it, #JohnMajor, we still go it.",1
1325770201108017152,Thank you to all community pharmacy teams for your incredible effort in delivering the important protection of a flu vaccine to so many people. Very proud of your achievements and we hope pharmacists will also have a role to play in delivering a COVID-19 vaccine in due course https://t.co/sCOaC3oapz,0
1292909606986027011,SAP picked by Moderna to help distribute COVID-19 vaccine candidate  https://t.co/52cnKOltSk,1
1329113133361795073,"So take a vaccine that's 95% effective for a virus that has a 99% survival rate?

No thanks! https://t.co/c8KF57jSMq",2
1325913285309435905,"If this holds up, this is AMAZINGLY good news: Pfizer's initial coronavirus vaccine trial results indicate it is over 90% effective, more than anyone hoped for, and with low side effects. https://t.co/kx5N3sw4gD",0
1325794873455341571,"@kylesev With respect, that’s the kind of dangerous scaremongering that anti-vaxxers engage in.

As I have shown, we’ve been using vaccines for over 200 years now, we’ve successfully developed vaccines for dozens of diseases, and every precaution is being taken with COVID-19 vaccines.",0
1341043835066003457,"Fake news! Here's what Bolsonaro actually said: ""Pfizer says they not responsible for any side effects (from the vax). If you become an alligator, it is your problem."" Why not, Pfizer?!  https://t.co/pKsYFpD1q5 #FoxNews",2
1327668953104195587,"@realDonaldTrump @NYGovCuomo ""The Trump Administration has produced a great and safe VACCINE"" By the way, #Pfizer did that with a German lab #BioNTech without any funds from US except for its distribution.",0
1325770891591081989,"Such a groundbreaking day! Finally after nearly a year since CoronaVirus first was discovered, we now might be on the way to having a vaccine sooner than we thought! 
Huge respect to all the volunteers who trialed this vaccine! Your works paid off 💕💕 https://t.co/KpbUcUwAdb",0
1329067000849698818,This is HUGE news 👏🏻 and if you think it isn’t because ‘the human body is 99% effective though’ .. then you do not understand statistics or the impact of a vaccine on said statistics #Covid_19 https://t.co/t6uKww6ZbQ,0
1326244182072188935,Let’s be completely honest... The media will give Biden 100% credit for the Covid vaccine that was created under Trump admin. #fact https://t.co/pIik3nbd04,1
1325703581090115584,"But according to press conferences/releases GPs are expected to deliver the Covid vaccine 12 hours a day 7 days a week including BHs (with targets) essentially at cost?  

(No actual letter yet...) https://t.co/L4imMSpWUD",1
1340317937261932544,"The CEO of Pfizer hasn't taken his own vaccine, he doesn't want to cut in line! Hahahaha...Whatever!!!!",2
1325791788980953090,The vaccine will end this limbo? fingers crossed. #test4travel #liftthetravelban #LoveIsNotTourism https://t.co/cy6XJAzay6,0
1334781218978746370,"@simsy1977 I have been to work every day in contact with at least 50 ppl per day. carrying on as normal, visiting family, no mask ever, no app and no one I know have genuinely had covid. But at work ppl are happy for the vaccine 😔, no thank you keep ur vaccine",2
1326091817004240896,"Pfizer says its coronavirus vaccine is more than 90% effective

https://t.co/KTw0LJ1ZIv",1
1326202696995643392,"The rich will have already been put to the top of the list for any coronavirus vaccine. After all in their minds the human race can’t do without them, the sooner they find out this is not the case, the sooner 95% of the world’s population will be much, much, much better off👍 https://t.co/dHrq5eizUs",0
1336174875115864064,"Matt Gurney: Trudeau Liberals score a quick win on the vaccine, but now comes the hard part.  https://t.co/eW3IXErhdd   Nothing will remove the fact that he killed many people by shitting the bed on many aspects of covid.",1
