id,tweet,label
1325717078117003264,difficult wear maintain avoid wear mask maintain,Neutral
1295400302581936128,ill take covid vaccin trace heroin,Neutral
1326009387278798848,one step closer covid vaccin time talk like get shot breakdown florida covid plan,ProVax
1331470144623800320,tri make data vector vaccin get low dose high dose would better two high,Neutral
1325859570074443780,past sunday see militari get viru gener trump noth process know,Neutral
1325832765758181376,vaccin make sicker take,AntiVax
1344699749639868423,first given covid vaccin health first line,ProVax
1325900979632541697,covid vaccin data show,Neutral
1339254506484273152,order health social half given,ProVax
1325770884553068545,covid vaccin first vaccin protect let hope end,ProVax
1326143242799288326,vaccin would five takin unless shoulder,AntiVax
1326148894024224769,could start end year intent job presid elect biden good,Neutral
1326250908171313152,pub next spring like vaccin unknown side fuck good get back normal,ProVax
1338513631302971392,got covid vaccin,ProVax
1325809877147672577,vaccin patient ever could go wrong prob kept,AntiVax
1325789808275361794,vaccin care let go back normal,ProVax
1329069796348940298,soon amp,Neutral
1321589339688718339,screw vaccin take covid way,AntiVax
1325801043838586882,rather take vaccin,ProVax
1338604580108521472,vaccin safe noth within realm safe get mass covid start,ProVax
1307336543590322184,problem gonna clinton mean fault vaccin covid biden,Neutral
1332818175239458816,take vaccin everi day rest life viru,ProVax
1334717392304435200,will us rt covid free health,Neutral
1334158812153057280,covid vaccin free,ProVax
1327691854687711236,trump admin hoard covid ago develop saw unit control,Neutral
1329108324533473281,togo along info card town local need make diphtheria vaccin,AntiVax
1326078407491252225,take mark beast covid vaccin democrat matter mean matter,AntiVax
1331469518842040320,well make make vaccin regular wait see,Neutral
1256323834786922496,jacob ree hold,AntiVax
1334506938055467009,want us trust vaccin follow u everi day get second dose make sure safe bush clinton say take covid vaccin gain public trust,AntiVax
1328761918694305793,regist interest vaccin,Neutral
1333576316478746624,health vaccin could,Neutral
1326062371530440704,gold multi exchang india fell much rs per within news covid vaccin,Neutral
1325895792054427648,care proper scientif like everi vaccin take fight news,ProVax
1325670916005658624,hit never develop vaccin previou take develop big death might first test vaccin,AntiVax
1335961760608649216,long canadian govern order covid vaccin million million expect,Neutral
1326220535206998018,world world covid vaccin still got still go,Neutral
1325770201108017152,thank effort protect flu vaccin mani proud hope also role play covid vaccin due,ProVax
1292909606986027011,sap pick help distribut covid vaccin,Neutral
1329113133361795073,take vaccin viru rate,AntiVax
1325913285309435905,good news initi vaccin trial low side,ProVax
1325794873455341571,respect kind anti engag shown develop everi taken covid,ProVax
1341043835066003457,fake news said side vax problem,AntiVax
1327668953104195587,trump great safe vaccin way german lab without us except,ProVax
1325770891591081989,day year first might way vaccin sooner thought huge respect vaccin paid,ProVax
1329067000849698818,huge news think human though understand impact vaccin said,ProVax
1326244182072188935,let honest media give biden credit covid vaccin creat trump admin,Neutral
1325703581090115584,press expect deliv covid vaccin day week cost actual letter yet,Neutral
1340317937261932544,taken vaccin want cut line,AntiVax
1325791788980953090,vaccin end limbo,ProVax
1334781218978746370,work everi day contact least ppl per day normal mask ever app one know covid work ppl vaccin thank keep ur vaccin,AntiVax
1326091817004240896,vaccin,Neutral
1326202696995643392,rich put top list vaccin human race without sooner find case sooner world much much much better,ProVax
1336174875115864064,matt gurney score quick win vaccin hard part noth fact mani bed mani covid,Neutral
1314142400915419142,ms would presid take vaccin dr told,Neutral
1325861366155124736,fuck rocket health get first vaccin approv filter job done,ProVax
1262695967352066048,sort vaccin kill us corona,AntiVax
1338032612431028224,exchang johnson covid vaccin truth drug,AntiVax
1337413436725137410,vaccin great cut epidemiologist need know vaccin via,ProVax
1326008897048612864,even vaccin covid assum least anti vaccin,Neutral
1325669904280940544,news,ProVax
1325811207111106560,vaccin public help trump oper warp speed hard would lie go,Neutral
1340216298442252288,lot around well usual two say vaccin hospit think worth,ProVax
1325770604901879809,data covid vaccin,Neutral
1326121171700617218,light end tunnel care home staff first line vaccin,ProVax
1332812279293779968,oxford covid vaccin could world,Neutral
1328942976186413058,trump like would fascist liar take vaccin year trust,AntiVax
1326132674881347585,brazil china vaccin seriou event,Neutral
1335748053144199169,health francisco iii covid vaccin first boost take long scientif dost vaccin panel board review,ProVax
1324811588407304193,one covid vaccin could next year,ProVax
1325805392102895616,need vaccin,AntiVax
1325862394334228484,trust covid non covid state beyond treatment jewish vaccin strain,AntiVax
1325898745540710400,vaccin two main good fight viru extend time hit miss viru must vaccin useless,AntiVax
1328361716464447490,vaccin news,Neutral
1326076053182418945,vaccin think safe never told given data covid trust system far trust govern,AntiVax
1325864497664446470,good news vaccin ahead world never undertaken scale use time get,ProVax
1325829664930222080,time amid covid vaccin joe biden,Neutral
1326042756486139904,take vaccin know slow stop viru react keep mask retir health care,AntiVax
1325834202529599488,vaccin right elect fuck say,Neutral
1338952504336330755,laugh want bet covid want part mr blood vaccin,Neutral
1344610117749264394,side faux mani accept,AntiVax
1339981182054883328,make point check work phone email get covid vaccin email except,ProVax
1325795405234380800,take vaccin viru rate,AntiVax
1325865053191610369,vaccin gonna work london pride best back next year need get gay,ProVax
1257415559836295171,world war covid sum billion commit world covid vaccin fight money assist covid vaccin sponsor research,ProVax
1335675329764069377,trump oper warp speed flood covid instead,Neutral
1326156852737040384,canada made billion j amp j vaccin get access bet govt yet want access border definit,Neutral
1333363582478716929,freedom cant get human race protect vaccin flu vaccin covid vaccin,ProVax
1326077602147266566,fact covid vaccin taken make rather alarm joy good reason long safe long term known vaccin,AntiVax
1325770655573401600,prayer first vaccin prevent covid great day,ProVax
1333783529226813440,covid vaccin could reach first,Neutral
1326059783154139138,vaccin clear good lockdown limit covid death toll safe vaccin understand progress distrust,ProVax
1338705410518237184,cool thing,Neutral
1325803573490409474,great news widespread keep social also deal anti even consid take vaccin,ProVax
1337585557816414208,vaccin good day,ProVax
1325866974094749696,avoid vaccin due contempt govern vaccin independ gov,ProVax
1336297223643156480,year old woman first world covid vaccin trial,Neutral
1326154188565393409,vaccin yet big hoax covid mute lie wave take get right pattern,AntiVax
1325905941682769920,wow good news trial data covid vaccin,ProVax
1325685309984534528,need much right elect behind us focu stop viru oper warp speed effort get covid vaccin,ProVax
1325866889193664512,say,AntiVax
1340473721493008390,scientist ur ass make covid vaccin cut will eat c toilet insult fuck herd,ProVax
1325668523733999617,nasal spray covid vaccin begin mid stage trial china,Neutral
1325682016390705153,evil keep,AntiVax
1325873753373483011,good news,ProVax
1327690809823666176,could get covid vaccin would risk vaccin either good idea,AntiVax
1326190228428754944,great news vaccin,ProVax
1325940563548450816,yup thank vaccin cancer find bullshit vaccin cancer later life fuck,AntiVax
1327285024052436994,great point lot long term covid good enough ten say vaccin much safer bet,ProVax
1325670829984673793,hate covid fine need one look mani sick die dead public health threat,ProVax
1338857450045399045,still team may june hate break never back think amount data break level,Neutral
1325778438800728064,new data trial covid vaccin,Neutral
1271927389438783491,global competit find covid vaccin,Neutral
1339278224199651330,first w mani second viru avg person got covid would wear vaccin spring,ProVax
1329877176619986944,va test covid age volunt sign video,Neutral
1325865973891670018,good day today breakthrough covid vaccin,ProVax
1335921093337640966,long world leader today top global info think vaccin,Neutral
1328765378462240769,fund vaccin good,ProVax
1329060163660247041,curiou covid vaccin today would get shot,Neutral
1238054114543702016,disgust spread much fun laughter world thing world right like corona vaccin man take long hard look keep smile,ProVax
1325682355873312768,covid global network use cold chain sensor deliv,Neutral
1325972309405036551,express like suffer express covid vaccin get line bring,AntiVax
1336902218960650240,covid vaccin australian time due covid zero almost,ProVax
1325976496192761856,vaccin vaccin made free nation everi scientist tell safe vaccin develop half corrupt vaccin made communist,AntiVax
1329098236045516805,new today gov gave green light room even red zone better pray access vaccin,ProVax
1326207415704956928,mouth side effect covid vaccin,Neutral
1330168911439015938,use vaccin releas ban covid fact zinc use covid releas ban covid doctor offer zinc use covid,Neutral
1308449124312907776,track first find covid vaccin,ProVax
1325887744627838977,spot vaccin,AntiVax
1326225992516595714,might bad like within first half year global outlook could get major revis,ProVax
1327040082445033478,wait vaccin avoid speak grade,Neutral
1325768441370800128,vaccin percent placebo major side involv,Neutral
1261196657661636608,vaccin long think take covid,Neutral
1326143148125515777,wait get covid vaccin march april watch clinch two flesh,ProVax
1329830458033659908,puerto de trump name covid viru trump vaccin infect sick f u,Neutral
1326221343986216960,want vaccin viru rate viru understand yet creat vaccin less year alter confid made sure one process,AntiVax
1325822034585194496,one day presid elect develop vaccin,ProVax
1317348835123920897,nope truth four johnson johnson abbott kept billion tax due tax overhaul,Neutral
1291041924703563778,cost gotten billion far given similar sold product part govern,Neutral
1334486219003224065,german british one came,Neutral
1329059146960936962,vaccin three phase week still final phase us within come good news,ProVax
1325889443186712576,good news,ProVax
1295320358107701249,covid vaccin follow data,Neutral
1325888156059619329,good news vaccin,ProVax
1326074230975459329,anti one would take soon deploy zero trust govern matt deploy covid vaccin start,AntiVax
1327564439739129863,may impair taken protect high risk,ProVax
1326136145499942912,firm biotech tuesday stood covid vaccin brazilian south american incid volunt china,Neutral
1329095723250540549,parton million covid vaccin research,Neutral
1325893938406961158,take em,AntiVax
1325856601450967041,access supermarket plane school train hospit club etc unless mask vaccin,AntiVax
1330615900014325765,gp shall much shall keep shall hope soon,ProVax
1325675860825837569,vaccin,Neutral
1326215252212637696,thing grip covid vaccin america adjust,ProVax
1325844791960203266,made clear vaccin project part warp speed,Neutral
1284157613316411393,news white pack burger known covid vaccin time,Neutral
1286090092159750144,say someth mean ur anti vax ur safe vax u question learn covid vax,Neutral
1306428665983631361,take russian vaccin trump hear bleach,Neutral
1327780727501561861,well made progress rate learn treat unknown viru vaccin way record time look lost covid know real trump media,ProVax
1325863291298734080,good news good night hail covid vaccin develop,ProVax
1333807225849188352,great approach speak,Neutral
1333410907603558402,weekend sale buy safe home kim taylor swift check,Neutral
1335843472222412800,ca ca en ben covid via,Neutral
1326095247819104256,play big game epidem common cold need vaccin,AntiVax
1285949749594476550,cannot public trust earn transpar epidem like,Neutral
1321157222219431937,open read covid prevent block viru read web tap,Neutral
1249391527538941954,boom corona viru vaccin eat dick bill,ProVax
1330657319592599555,alert actual label covid vaccin,AntiVax
1338820283336019970,first vaccin intern airport monday premier jason game moment fight live,ProVax
1257268484012036096,pakistani corona viru vaccin get russian pakistan via,Neutral
1325900923223367688,anti mask anti vaccin tinfoil noth flu,ProVax
1300903006762930177,yet reason disgust us join link global effort develop covid vaccin,ProVax
1327040736894865409,question way would placebo arm vaccin get vaccin complic,Neutral
1325824138867601410,first line vaccin,AntiVax
1330838813954945024,new today third drug covid vaccin also late stage one key vaccin need ultra cold,Neutral
1325782226403995650,say vaccin take someth get back watch piss set sail jump board,AntiVax
1328054281044451329,prevent,AntiVax
1326176357278048258,covid vaccin see goal,ProVax
1337875531123965952,covid vaccin within u get news let covid gone,ProVax
1329482084943970307,fake contact vaccin covid say busi,Neutral
1328753685644636161,could slow rollout new,Neutral
1301674218585640960,anti one safe trump care die releas covid vaccin could experi american union via,AntiVax
1300585442614546432,shift interest r nd tri strength health system fight covid,Neutral
1326132521302679553,great news vaccin develop found viru,ProVax
1326007681325424641,main vaccin novel synthet system viru kept minu,Neutral
1329014742019674113,covid vaccin new type vaccin genet risk amp genet may amp take yet grant even though kind,AntiVax
1339284793893277703,receiv first dose covid vaccin first week largest british,ProVax
1326156091768659968,come start vaccin,AntiVax
1327368106398912512,trump white take credit vaccin open door second term,Neutral
1293817834208804865,quick find vaccin covid concert,ProVax
1317104761590718467,vaccin watch current statu,ProVax
1327275537191014400,air cargo transport covid,Neutral
1335504682924584960,vaccin kept minu,Neutral
1325822030634049536,great take vaccin,AntiVax
1339781776223309826,smallpox vaccin develop milder cowpox viru smallpox viru covid vaccin develop market human cell,Neutral
1248311250142068736,fake good true front center watch fake fake pay get relief fake student loan learn,Neutral
1329566993259909122,recent would distribut vaccin must ultra cold last five,Neutral
1327913168652431360,vaccin labour censorship anti vax content independ,Neutral
1325712401598177288,idiot hawaii whilst australia approv vaccin australia vaccin australia oxford last stage abc news,AntiVax
1326238765027905543,covid vaccin found,ProVax
1325866894503579649,care take vaccin period,AntiVax
1325880107593068546,take damn vaccin,AntiVax
1327382815508369408,mani got flu shot could wrong corona viru vaccin part past bird flu etc death said us like liver cancer auto,AntiVax
1298292091181658112,whose cheap thrill spoil bad get corona vaccin last,Neutral
1326130814724141058,vaccin percent phase may reach first quarter,Neutral
1327296592886501377,track vaccin app text news,Neutral
1326495173451395073,vaccin trial sap,Neutral
1334848935849037824,vaccin may help protect still follow social keep safe,Neutral
1310604732617101312,news oxford covid fake data show data fake one die covid whole thing theft theft wealth,AntiVax
1325770376090152962,covid vaccin,Neutral
1247453183640813569,stake wait monster least speci ever,Neutral
1329081410720649224,progress vaccin,Neutral
1325770126952722433,covid vaccin firm,Neutral
1329514907302309898,give vaccin without charg much least dose even fund poor,ProVax
1327695798566596610,fascism would say fascism least vaccin,ProVax
1273702757308997634,put back use come due check say,Neutral
1326148485331169280,vaccin latest,AntiVax
1328640174516002816,risk gonna put risk,ProVax
1325954609945391104,take time way quick process long take get vaccin explain process india,AntiVax
1325817085490987013,counter argument improp w hoax,AntiVax
1325704664621387777,care first vaccin could roll christma,Neutral
1330381851228160000,govern give free vaccin govern free till man free vaccin corona rich poor,ProVax
1338636144947458048,vaccin chain moment,ProVax
1325810619472338946,right vaccin know side yet know club club,AntiVax
1326202699734544384,thread thread trial vaccin today great news,ProVax
1245837387978203136,million million,Neutral
1325702927844069382,covid vaccin might via,Neutral
1326198763082412049,dad also disappear like one mention covid nov kill cure dad kept need covid help dad keep,AntiVax
1329060204101595137,progress vaccin,Neutral
1325792301738815489,take rate fast safe data case receiv fast vaccin,AntiVax
1328929546083700736,get viru vaccin swear god straight white men stupid run,AntiVax
1325904179701821441,covid vaccin free free insofar noth paid understand big let stop free covid vaccin,ProVax
1325797526998577152,inject aw hope felt last week much vaccin point,ProVax
1325868729536712704,flu never reach enough said covid vaccin mean via,Neutral
1326129841742241792,interest point paint big saviour hand record us past interest bottom line public health,AntiVax
1278943154800963586,forward live convers today,Neutral
1325770286793428993,fantast news covid vaccin,ProVax
1336285655723196416,relat speed covid vaccin health expert,Neutral
1329248454120443908,look covid,AntiVax
1326227335813627904,vaccin covid found let go,ProVax
1330654731514114048,steal covid vaccin war,Neutral
1325961243216076805,good news christma covid approv canada overnight solut,ProVax
1325784145297985536,good news today among vaccin depart foreign hold till end,ProVax
1329083355732721664,dow higher upbeat covid vaccin news,Neutral
1326129964765368320,matt deploy covid vaccin start,Neutral
1318546061246582786,appeal india enjoy forget still risk corona viru vaccin take avoid crowd place,Neutral
1330783549650251776,meet discuss whether vaccin hey thousand die day trump admin longer interest vaccin,Neutral
1296241188823953409,got new last month covid lockdown construct im vaccin mass soon,ProVax
1325891584198537216,good news vaccin later month throw great case,ProVax
1339690389150773249,get news palm beach tv covid rise town prepar vaccin set file life help palm beach civic associ nourish need,ProVax
1325855347047849985,code still vaccin code,AntiVax
1330358947862245378,charg covid vaccin,Neutral
1337911616223010816,vaccin work covid know mild,AntiVax
1330926589693968385,said monday late stage vaccin give public health hope may soon access vaccin cheaper easier distribut,ProVax
1325878956168540166,good know take vaccin go ahead like free anyway,AntiVax
1334139390407348225,covid vaccin could begin next week,Neutral
1327237180440326146,covid vaccin may side prepar say via,AntiVax
1244151610114068480,corona viru made us need need educ militari need build need percent nation wealth,ProVax
1326081582504013825,need vaccin escap lockdown,AntiVax
1325992471688409088,get cure need vaccin,AntiVax
1326000031497908224,sad vaccin covid also part oper warp speed still use part ow,Neutral
1304839767457247232,watch trump pull fake covid vaccin elect fatal dead fat fuck also,AntiVax
1326204259155763203,think safe take vaccin safe none anti vaccin person realist,AntiVax
1331677845559668737,vaccin fallen mani build trust support new,Neutral
1325822304815894531,way im mass bill inject vaccin kill implant microchip us like let phone social media track instead,AntiVax
1325861725120368640,go pack bag,ProVax
1334847838434549760,vaccin come fast enough stop,ProVax
1325812607601799168,yeah normal flu gener vaccin know around tri luck one new work kind gov evil,AntiVax
1334564284861321219,bush clinton say take covid vaccin gain public trust,ProVax
1334084110013190144,one think confus cure anti safe london scientif forum,ProVax
1326204811394641922,take vaccin need one neither,AntiVax
1326127227730268161,get covid vaccin first,Neutral
1285184928976711680,stk mix asia us along govt bond deal new fiscal also us vaccin trial,Neutral
1325772527197675520,health address mistrust covid vaccin via,Neutral
1325821792888496128,seen less dozen claim vaccin march,Neutral
1335884044308013056,covid electret deep much,Neutral
1325770344146333701,data covid vaccin via,Neutral
1329054422643642369,vast could access covid vaccin late,Neutral
1325948023717978113,wow yale vaccin pusher know yale,AntiVax
1329951763785461762,covid across canada around world click link,Neutral
1337268875222716418,wait pump gamer covid vaccin,ProVax
1325862552002293766,bs hoax put class media big tech get rid,AntiVax
1251562653761196032,must watch latest german corona corona erst english,Neutral
1326146926081945601,covid covid push get genet among unknown human guinea,AntiVax
1326123764422115331,trust long term side vaccin around vaccin need think vaccin safe ever vaccin,AntiVax
1326129821638914048,turkish vaccin dont want shove ass take,AntiVax
1247639797700550656,ph scientist discov corona viru vaccin ph scientist keep safe god bless,ProVax
1341071876999753731,well girl christma,Neutral
1325772563180515328,good news covid vaccin,ProVax
1341492137725227008,sister yr old work gotten covid found today vaccin jan,ProVax
1326134023161262082,sure staff wait covid vaccin swine flu vaccin without usual,AntiVax
1276957822153035777,gon get corona vaccin,Neutral
1325923357808881665,flu vaccin develop still best great news taken research develop test vaccin fuck stop take piss,AntiVax
1337041591375020032,would like know male republican covid vaccin,AntiVax
1325810059264335875,tireless work trial noth,ProVax
1329599991636250624,wipe clean partit covid hire across mani across student health,Neutral
1325826796793769986,god sake develop basic check system claim brand super duper useless,AntiVax
1325770784095301632,covid vaccin found,Neutral
1288193504712286214,begin final stage,ProVax
1264961810056314880,stage work vaccin work covid vaccin,ProVax
1264965598943105024,dear mam rethink corona viru think tell,ProVax
1325939587525578752,viru hijack system new still know could second could vaccin make viru stronger know vaccin time check honest,AntiVax
1326205765430939649,vaccin covid rate vaccin think,AntiVax
1330979998229012481,vaccin safe modena vaccin safe oxford vaccin safe profit,ProVax
1327248112541458433,great britain covid vaccin flown toxic elect donald trump vs joe biden,Neutral
1330798492554579969,nigeria vaccin conquer covid,ProVax
1325770406746271745,data vaccin covid,Neutral
1330524190001291270,explain total control alt right state,Neutral
1326260502180352003,previou protein express covid target doom,ProVax
1325810477872472064,vaccin cure cancer quick rush vaccin flu came year lab feel like would rather,AntiVax
1325698740582223875,mink version may well put end hope vaccin,Neutral
1331084752942600197,comparison think may heard oxford vaccin common cold viru infect,AntiVax
1326233070727524364,work vaccin,ProVax
1326233115900190725,covid got vaccin,Neutral
1256275710127140866,covid flu flu covid,Neutral
1328353185946275840,trump tell everi respect vaccin two,ProVax
1341550527138721792,like one fast develop vaccin covid,ProVax
1329113848473915394,govern better third reich place bring govt take labour,AntiVax
1271889667701473288,one lockdown affect life might higher risk covid want part need find way vaccin found,ProVax
1325861854397263872,yup noth man much good news take one week last week find week promis news,ProVax
1325770296394215424,wow number hope broader new least,ProVax
1329922363761123328,trump vaccin via trump take credit good even noth never take blame bad even fault king,ProVax
1325906970398896128,system would risk vaccin never use amp dishonest govern whole thing,AntiVax
1326174160444411906,rate would use vaccin rate,AntiVax
1328962781526302726,must made must stop global apartheid,ProVax
1325770187874824192,said found vaccin percent among trial prior,Neutral
1331991203122999302,late stage vaccin trial near,Neutral
1279100241887649792,night land moon tv news india etc much happen covid vaccin,Neutral
1343709426193223680,nervou excit got first round covid vaccin today,ProVax
1326415612269092864,percent scale trial mood qatar sector,ProVax
1336721400145584129,year covid flu flu gone covid deadlier much long term vaccin flu,Neutral
1325807247553859587,anti final vaccin target first n initi vaccin pave way come n,ProVax
1330955743214919681,twitter align fight covid vaccin news,ProVax
1326147237425143808,covid push get genet among unknown human guinea,AntiVax
1325770403730452480,dow jump covid vaccin data,Neutral
1330812464762646529,oxford covid vaccin trial,AntiVax
1325778814178353156,news vaccin,ProVax
1334186180804546568,born entrepreneur began viru partnership develop influenza,Neutral
1326148004336824321,get lost covid vaccin,AntiVax
1325708900126121987,australia oxford covid vaccin,Neutral
1330434998030262274,sign share link petit prevent covid,AntiVax
1325806549357400067,know mani think vaccin elect madden cc,Neutral
1328595263016103936,safest covid one world pill form,ProVax
1301470862147805185,rn yesterday work dr come speak us covid cannot get covid twice vaccin wear mani,AntiVax
1325874503688179713,good news,ProVax
1329509082626220033,standard huge number done design well,Neutral
1333838050133159937,govern make covid vaccin full fact,Neutral
1328342084453953536,time super hold heart super start took place,AntiVax
1243965182696660992,ab wo ye vaccin use kr corona ae k hue,Neutral
1338964563056848896,aha ama ana health care take covid vaccin via,ProVax
1336457623948779522,world econom forum digit health passport store test amp record involv world star,Neutral
1326153455740837890,say take want vaccin noth vaccin noth,Neutral
1329795820430954499,even made vaccin taken take due fact tri long enough would,AntiVax
1325880754744725507,type vaccin ever use approv use guinea pig new new form vaccin tech want,AntiVax
1326942938870509571,good news r number enough get covid vaccin way could better,ProVax
1325863358751412226,vaccin covid,ProVax
1344386922005884935,give huge live thank partner covid vaccin staff,ProVax
1344359807336136706,love need post covid record card proof take year old basic make fake card long fake covid vaccin,ProVax
1325822868555329537,way hell take covid vaccin,AntiVax
1333442933199040513,us health covid christma,Neutral
1340418828900163584,got cure covid cancer made vaccin fast,AntiVax
1328055617416699905,also first vaccin covid need first step plate lead,ProVax
